,label,probability
691,0,1.0
692,0,2.9036824325184436e-200
693,0,1.0
694,1,1.0
695,0,9.264647187513963e-70
696,1,1.0
697,0,1.0
698,1,1.0
699,1,1.0
700,1,1.8388110538029256e-11
701,1,1.0
702,1,1.0
703,1,1.0
704,0,1.0
705,0,1.0524610834747711e-159
706,0,1.0
707,0,0.9999999999995453
708,0,1.2671207599393537e-37
709,0,1.0
710,1,1.0
711,0,2.530283829007176e-34
712,0,5.729983149747606e-89
713,1,1.0
714,0,1.8428360496556792e-182
715,0,1.0
716,0,1.0769384237949585e-30
717,1,4.4387084783435577e-20
718,0,1.0
719,1,1.0
720,1,1.0
721,0,0.9999999793506051
722,1,2.0320907706273357e-28
723,0,0.9914388777237686
724,0,1.1796515218441485e-82
725,0,0.9949131538389925
726,1,1.0
727,0,1.0
728,1,1.0
729,1,1.6067216146880935e-17
730,1,1.0
731,1,1.0
732,0,1.0
733,1,1.0
734,1,2.2317600147828836e-09
735,0,0.0033463098190999446
736,1,1.0
737,0,6.6222562299265025e-75
738,1,1.0
739,0,1.0
740,0,1.0
741,0,1.0
742,0,1.0
743,1,2.7606595729470045e-07
744,1,1.0
745,1,1.0
746,1,9.190640422222699e-101
747,0,0.9999779044898343
748,0,1.0
749,1,9.796999546611652e-71
750,1,2.186151043172578e-12
751,0,1.0
752,1,0.49994092371487003
753,1,1.0
754,0,1.0
755,0,1.0
756,1,1.0
757,1,1.0
758,0,1.0
759,1,1.0
760,0,0.0
761,1,1.0
762,1,1.0
763,1,1.2104554874413392e-28
764,0,1.0
765,1,1.0
766,1,1.0
767,0,9.7886964273784e-310
768,1,1.9346596610411548e-47
769,1,1.0
770,1,1.0
771,1,1.0
772,1,1.0
773,1,1.0
774,0,2.582872570072231e-10
775,0,1.0
776,1,1.0
777,1,1.0
778,0,1.0
779,0,1.0
780,1,1.0
781,0,0.04073913882804617
782,0,1.0
783,1,1.0
784,0,1.529027468993791e-34
785,1,0.9999319997044342
786,0,4.246091499338625e-28
787,0,7.655675071436502e-20
788,1,1.3503902757042346e-10
789,1,1.5561688172405315e-219
790,1,1.0
791,0,1.0
792,0,5.8087946528e-313
793,0,1.7138593917448037e-19
794,0,1.0
795,0,1.0
796,1,5.45791003038385e-19
797,0,2.3231044253925552e-248
798,0,1.0
799,0,1.0
800,0,0.9999999094631035
801,0,1.0
802,0,3.537994774618047e-300
803,1,1.607563913309391e-195
804,0,1.0
805,0,4.0113358176294253e-23
806,1,3.3011475159195508e-15
807,0,1.0
808,1,1.0
809,1,1.0
810,1,2.5708595780583387e-08
811,1,1.147528959623077e-19
812,0,2.3867438851824438e-54
813,0,1.0
814,1,1.0
815,1,1.0
816,1,1.0
817,1,1.0
818,0,2.388817355343617e-19
819,1,1.0
820,1,1.0
821,1,1.0
822,1,1.0
823,1,1.0
824,1,0.0014043898762980303
825,1,3.8619235575350324e-77
826,0,1.0
827,1,1.635594327636097e-12
828,1,4.321744609950301e-81
829,1,1.0
830,1,8.915683381252898e-28
831,0,5.769023534691685e-231
832,1,1.0
833,0,1.0
834,1,1.0
835,0,1.5092475226550013e-65
836,0,1.0
837,0,0.9998157721244796
838,1,1.0
839,0,0.9999981366934514
840,0,1.0
841,1,2.6769573545170336e-36
842,1,0.0
843,0,1.5972008553017804e-13
844,1,0.9172832747332685
845,1,1.0
846,0,2.0732833672430604e-95
847,0,0.9899888076981205
848,1,1.0
849,1,1.0
850,0,1.270117036440423e-12
851,0,6.545611542852205e-100
852,0,1.1538556734609082e-25
853,0,1.0
854,0,1.0
855,0,1.0
856,1,1.0
857,1,1.0
858,0,1.0
859,1,4.364839511264153e-180
860,0,1.0
861,1,3.4154087867559846e-40
862,1,1.0
863,0,1.0
864,1,2.8817520884359543e-92
865,1,1.0
866,1,4.045604678013476e-75
867,1,1.0
868,1,1.0
869,1,1.0
870,0,1.061751191078872e-166
871,0,1.0
872,1,1.5214182683514927e-105
873,1,0.0770695014990983
874,1,1.0
875,1,1.0
876,0,1.0
877,0,1.0
878,0,1.0
879,1,2.3928867261329634e-57
880,0,8.991205693315808e-30
881,0,1.5480485110590125e-195
882,0,1.355895398547988e-154
883,0,0.9999976057999005
884,1,1.0
885,0,1.0
886,0,6.601940555793207e-187
887,0,0.21097270520134456
888,0,2.903880323645579e-86
889,0,1.3837513518531729e-182
890,0,5.19339e-318
891,1,1.0
892,1,2.9335643522772817e-172
893,1,1.0
894,1,1.0
895,0,4.143859535370146e-297
896,0,0.999981563227718
897,1,1.0
898,0,0.0
899,1,1.0
900,0,1.0
901,0,1.0
902,0,1.0
903,1,1.0
904,1,3.797856344215248e-41
905,1,1.0
906,0,0.0
907,1,1.0
908,1,1.0
909,1,1.0
910,1,1.0
911,1,1.0
912,0,1.0
913,1,1.0
914,0,1.0
915,1,1.0
916,0,1.478628049068702e-141
917,0,1.0
918,0,1.0
919,1,2.1088084022351628e-15
920,1,1.0
921,1,1.0
922,1,1.0
923,1,1.0
924,0,1.581752140547873e-84
925,0,2.8020903027528386e-38
926,0,5.345627574886365e-25
927,1,1.0
928,0,7.930792242820957e-69
929,0,7.55806652379738e-80
930,0,1.0
931,0,1.0
932,0,0.9995124031267675
933,1,1.0
934,0,1.0
935,1,1.0
936,1,1.0
937,1,1.0
938,1,0.9999993984169568
939,0,7.164083722442986e-209
940,0,2.1491517688281054e-19
941,1,1.0
942,0,1.0
943,1,2.838271450221418e-51
944,0,1.0
945,1,1.0
946,1,1.0
947,1,2.1136795507115945e-41
948,1,1.0
949,0,1.0
950,0,1.6303878968506838e-168
951,1,8.568556251916806e-171
952,1,4.766798599476933e-235
953,1,3.444350357831017e-138
954,1,1.0
955,0,1.0
956,1,1.0
957,1,1.0
958,1,1.0
959,1,1.923084214200846e-70
960,0,1.0
961,1,1.0
962,1,1.6542921180594068e-21
963,1,7.809168611479406e-18
964,1,1.0
965,0,1.0
966,0,1.0
967,1,1.2417088079014546e-78
968,1,1.0
969,1,1.0
970,0,1.0
971,0,1.0
972,0,1.0
973,1,1.0
974,1,1.0
975,1,1.0
976,1,1.0
977,0,1.0100942148604055e-12
978,1,1.0
979,0,3.142515876183189e-196
980,0,1.0
981,1,1.0
982,0,1.0
983,1,2.642033432590001e-41
984,0,7.0540512574663e-210
985,1,1.0
986,0,1.0
987,0,1.0
988,0,1.061409885965114e-29
989,1,5.305741867615546e-37
990,1,1.0
991,1,1.0
992,1,1.0
993,1,1.0
994,0,0.0
995,0,1.0
996,1,1.0
997,0,1.0
998,0,1.0
999,0,3.078054138425417e-81
1000,0,1.0
1001,1,1.0
1002,1,0.35962157926488864
1003,0,1.0
1004,0,1.0
1005,0,0.9999631259236321
1006,0,0.9999724807697404
1007,1,1.1172816890482726e-93
1008,0,0.9999999999994316
1009,1,4.1847151169404876e-13
1010,0,1.0
1011,1,2.135855980366533e-65
1012,0,1.0
1013,0,1.0
1014,0,0.0
1015,0,1.8837908517340536e-33
1016,0,0.9999994823625887
1017,1,1.0
1018,0,0.0003974385366787126
1019,1,1.0
1020,1,1.0
1021,1,1.0
1022,1,1.0
1023,1,1.0
1024,1,1.0
1025,0,1.0
1026,1,2.133901239822284e-157
1027,1,1.0
1028,1,1.7886700426373988e-49
1029,0,7.429704935907063e-206
1030,0,1.898689982913074e-98
1031,1,1.0
1032,0,1.0
1033,0,1.0
1034,0,1.0
1035,1,3.781456412781111e-34
1036,1,2.6104017197931664e-25
1037,1,1.0
1038,1,4.778143712225639e-11
1039,0,4.778015659637968e-36
1040,1,1.0
1041,1,0.9999998631652809
1042,1,3.530454248418855e-23
1043,1,1.7820684457197382e-31
1044,1,1.0
1045,0,1.0
1046,1,1.0606641345243637e-20
1047,0,1.5302843068329874e-99
1048,0,1.0
1049,0,9.977752626826027e-116
1050,0,1.0
1051,0,0.9999999999189413
1052,1,1.0
1053,0,2.9033085741515237e-31
1054,1,1.0
1055,1,1.0
1056,0,1.0
1057,1,1.0
1058,0,1.0
1059,1,1.0
1060,0,1.0
1061,1,1.0
1062,1,1.0
1063,1,1.0
1064,0,1.0
1065,0,1.0
1066,0,1.0
1067,1,1.0
1068,0,2.2264238575703803e-66
1069,1,1.0
1070,0,1.190999818835167e-189
1071,0,1.0
1072,1,1.0
1073,0,6.346305291645235e-72
1074,1,1.0
1075,1,0.9999999996080078
1076,0,0.9999999641760275
1077,1,1.0
1078,1,1.0
1079,1,1.0
1080,0,1.0
1081,0,1.0
1082,1,1.0
1083,1,1.0
1084,1,1.449494424268065e-27
1085,0,1.0
1086,1,6.747982241789577e-163
1087,1,1.0
1088,1,1.0
1089,0,0.988620488714484
1090,1,1.0
1091,1,0.9999998824361069
1092,0,1.0
1093,0,1.0
1094,1,1.0
1095,1,1.0
1096,1,1.0
1097,0,6.83131176787059e-26
1098,1,1.0
1099,0,1.0
1100,0,0.9999999996192628
1101,1,4.9645390739286075e-93
1102,1,1.0
1103,1,1.0
1104,0,1.0
1105,1,1.0
1106,0,0.8817829807454808
1107,1,1.0
1108,0,1.0
1109,1,1.0
1110,1,8.9294040250546e-40
1111,0,1.0
1112,0,1.0
1113,1,9.689241077458253e-26
1114,0,1.0
1115,1,1.0
1116,0,1.0
1117,1,1.0
1118,1,1.0
1119,1,1.0
1120,0,1.0
1121,1,1.0
1122,0,1.0
1123,1,1.0
1124,0,1.0
1125,1,1.0
1126,0,1.0
1127,1,1.0
1128,0,1.683154387014e-311
1129,0,4.3852855578318025e-205
1130,1,1.0
1131,0,1.0
1132,0,0.9999999999969305
1133,1,1.6070641599244277e-55
1134,0,1.0
1135,1,1.0
1136,1,1.0
1137,0,0.9999998622461229
1138,1,1.0
1139,0,1.0
1140,0,1.0
1141,0,1.0
1142,1,1.0
1143,0,5.265699789288532e-166
1144,1,1.0
1145,0,1.0
1146,1,1.0
1147,0,7.69140233459519e-188
1148,1,4.093849023672963e-69
1149,1,7.617202166840143e-103
1150,1,1.2457666320605127e-15
1151,0,3.9404298206225947e-166
1152,0,1.0
1153,1,0.9999999999972715
1154,1,1.0224808346802036e-06
1155,1,1.0
1156,1,1.0
1157,0,7.044706337366763e-49
1158,1,1.0
1159,1,1.0
1160,0,1.0
1161,1,1.0
1162,0,1.0
1163,1,9.92290533662288e-78
1164,0,0.9999999875178673
1165,1,1.0
1166,1,1.0
1167,1,1.0
1168,0,4.750006920105391e-187
1169,1,1.0
1170,0,0.0
1171,1,1.0
1172,0,1.0
1173,1,1.0
1174,1,1.0
1175,0,4.8837362535818523e-57
1176,0,0.9999999886848627
1177,1,4.935049279189113e-10
1178,0,0.0
1179,0,1.0
1180,0,1.0
1181,1,1.0
1182,1,1.0
1183,0,1.0
1184,0,0.5389000090737547
1185,1,1.0
1186,1,1.1754348195754187e-15
1187,0,1.0
1188,0,3.720102400039005e-103
1189,0,1.0
1190,1,0.9999987588852007
1191,0,1.0
1192,0,1.0
1193,0,1.0
1194,1,1.0
1195,1,1.0
1196,0,4.1099379279244674e-27
1197,0,1.717529478670851e-78
1198,0,1.7255840965977486e-175
1199,0,0.9991962304502009
1200,0,0.9999997200066383
1201,0,1.2329957697622686e-33
1202,0,0.8842693780150956
1203,1,1.0
1204,0,3.889648750294017e-78
1205,1,6.512553843249656e-99
1206,0,3.873521642167026e-181
1207,0,1.0
1208,1,1.0
1209,1,1.0
1210,0,1.0
1211,0,6.915520295754729e-305
1212,0,9.983671712213767e-15
1213,0,1.0
1214,0,0.22352476417960815
1215,1,7.446180590167413e-189
1216,0,9.333e-321
1217,0,2.89069997159903e-306
1218,1,1.0
1219,0,2.276192470267407e-192
1220,0,0.9999857699724072
1221,0,0.0
1222,1,2.2937531958899244e-46
1223,1,4.055498459894635e-55
1224,0,1.0
1225,0,1.0
1226,1,1.0
1227,0,1.0
1228,1,2.427917201770821e-112
1229,1,1.0
1230,1,1.0
1231,1,2.7764391866258356e-92
1232,1,1.0
1233,0,1.0
1234,1,1.0
1235,0,1.0
1236,0,3.810600360171567e-73
1237,0,0.9999996291442818
1238,1,1.0
1239,0,1.0
1240,1,2.9394950453942284e-21
1241,1,5.657736540524989e-71
1242,1,1.0
1243,0,1.0
1244,0,3.423862836484134e-17
1245,0,1.0
1246,0,2.7607770549103033e-110
1247,0,1.4239884774053154e-71
1248,0,1.0
1249,1,1.0
1250,1,1.0
1251,1,1.0
1252,1,1.7373204239010032e-60
1253,0,1.0
1254,0,1.0
1255,0,2.4757997552573145e-27
1256,0,1.0
1257,0,0.9999997040231831
1258,0,1.0
1259,0,0.9961376837375366
1260,1,1.0
1261,1,1.0
1262,1,0.9999017673799675
1263,0,1.0
1264,0,0.0
1265,0,1.0
1266,1,1.0
1267,0,5.884092e-317
1268,0,1.0
1269,1,1.0
1270,0,1.0
1271,0,0.9999999999992042
1272,1,1.0
1273,1,1.0
1274,1,1.0
1275,1,1.0
1276,1,1.0
1277,1,1.0
1278,0,1.0
1279,0,1.6307973705799095e-195
1280,0,1.1643496519716873e-10
1281,1,1.0
1282,1,7.503515075629517e-64
1283,1,1.0
1284,1,9.841167713516181e-51
1285,0,4.340645176039583e-27
1286,0,1.0
1287,0,1.0
1288,1,3.2141267336282526e-12
1289,1,3.777180213949997e-59
1290,0,1.0
