,label,probability
0,0,0.6654804270462633
1,1,0.9036402569593148
2,0,0.03709311127933384
3,1,0.7476190476190476
4,0,0.7476190476190476
5,1,0.7476190476190476
6,0,0.03709311127933384
7,1,0.9036402569593148
8,0,0.0
9,0,0.6654804270462633
10,0,0.03709311127933384
11,0,0.7476190476190476
12,0,0.11538461538461539
13,0,0.17228464419475656
14,0,0.03709311127933384
15,1,0.6654804270462633
16,0,0.2672672672672673
17,1,0.9036402569593148
18,0,0.7476190476190476
19,0,0.05454545454545454
20,1,0.03709311127933384
21,0,0.11538461538461539
22,1,0.9036402569593148
23,1,0.8273381294964028
24,0,0.03709311127933384
25,1,0.9036402569593148
26,0,0.1450381679389313
27,0,0.7476190476190476
28,1,0.6654804270462633
29,0,0.2672672672672673
30,1,0.9036402569593148
31,1,0.30303030303030304
32,1,1.0
33,1,1.0
34,1,0.8273381294964028
35,0,0.03709311127933384
36,1,0.9036402569593148
37,1,0.8273381294964028
38,1,0.9477611940298507
39,0,0.17228464419475656
40,0,0.03709311127933384
41,1,0.2672672672672673
42,1,0.7476190476190476
43,1,0.7476190476190476
44,0,0.2672672672672673
45,0,0.1450381679389313
46,0,0.03709311127933384
47,1,0.2672672672672673
48,1,0.7476190476190476
49,0,0.03709311127933384
50,0,0.17228464419475656
51,1,1.0
52,1,1.0
53,1,0.8273381294964028
54,1,0.6935483870967742
55,0,0.17228464419475656
56,0,0.02040816326530612
57,1,0.9036402569593148
58,1,0.8273381294964028
59,1,0.7476190476190476
60,1,0.9772727272727273
61,0,0.8273381294964028
62,0,0.03709311127933384
63,0,0.03709311127933384
64,1,0.7476190476190476
65,0,0.03709311127933384
66,1,0.03709311127933384
67,0,0.11538461538461539
68,0,0.06060606060606061
69,1,0.9036402569593148
70,0,0.06060606060606061
71,1,0.8273381294964028
72,1,0.7476190476190476
73,0,0.7476190476190476
74,0,0.03709311127933384
75,0,0.02040816326530612
76,1,0.6654804270462633
77,1,0.8808290155440415
78,0,0.11538461538461539
79,0,0.03709311127933384
80,0,0.05454545454545454
81,0,0.30303030303030304
82,1,0.9036402569593148
83,0,0.2672672672672673
84,1,0.9036402569593148
85,1,0.9036402569593148
86,1,0.9036402569593148
87,0,0.7476190476190476
88,1,0.11538461538461539
89,0,0.17228464419475656
90,0,0.11538461538461539
91,1,0.7476190476190476
92,1,0.6654804270462633
93,1,0.7476190476190476
94,1,0.11538461538461539
95,0,0.2672672672672673
96,1,0.8808290155440415
97,1,0.9036402569593148
98,1,0.8808290155440415
99,0,0.02040816326530612
100,1,0.1450381679389313
101,1,0.17228464419475656
102,1,0.9036402569593148
103,0,0.03709311127933384
104,0,0.7476190476190476
105,0,0.05454545454545454
106,0,0.06060606060606061
107,1,0.7476190476190476
108,1,0.7476190476190476
109,0,0.03709311127933384
110,1,0.9811320754716981
111,0,0.9036402569593148
112,0,0.7476190476190476
113,0,0.02040816326530612
114,1,0.8808290155440415
115,0,0.03709311127933384
116,0,0.03709311127933384
117,0,0.17228464419475656
118,0,0.03007518796992481
119,0,0.8808290155440415
120,0,0.023809523809523808
121,1,0.9477611940298507
122,0,0.1450381679389313
123,1,0.9036402569593148
124,1,0.9036402569593148
125,0,0.2672672672672673
126,0,0.03709311127933384
127,0,0.9036402569593148
128,1,0.7476190476190476
129,0,1.0
130,0,0.023809523809523808
131,1,0.9036402569593148
132,1,0.9036402569593148
133,0,0.7476190476190476
134,0,0.9036402569593148
135,0,0.17228464419475656
136,0,0.03709311127933384
137,1,0.7476190476190476
138,0,0.023809523809523808
